Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2022-MSS-RES-00456,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Tub to shower conversion and replacing the surround wall in the guest bathroom, replacing shower and surround wall in the master bathroom. No changes to either bathrooms plumbing or layout/VB/R-3",YOUR HOME IMPROVEMENT COMPANY LLC,13000.0,0.0,,,5003 GERALDINE CT,,13000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00460,,BAARR -  Add/Alter/Remodel Residential,,SFR/Tub to shower conversion and replacing the surround wall in the master bathroom - no change to layout or plumbing/VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC,6000.0,0.0,,,2309 SHERWOOD LN,,6000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00464,,BRRRS - Reroof or Reside Residential,,SFR/RESIDE/Pull off old wood siding and reside with new wood-composite siding./1.5 STORY/VB/R-3,OWNER,20000.0,0.0,,,1829 TRAIL ST,,20000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00470,,BRRRS - Reroof or Reside Residential,,SFR / Removing the old lap and replacing it with LP Diamond Kote with some fir accents / On the fascia and soffits we are going over the top.Replace windows / doors / siding / concrete steps / concrete porch / and personal side walk / VB / R-3,FALKSWAY CONSTRUCTION,100000.0,0.0,,,734 N 05TH ST W,,100000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00471,,BRRRS - Reroof or Reside Residential,,SFR / Removing the old lap and replacing it with LP Diamond Kote with some fir accents / On the fascia and soffits we are going over the top / VB / R-3,FALKSWAY CONSTRUCTION,15000.0,0.0,,,2357 VILLAGE SQUARE,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00476,,BAARR -  Add/Alter/Remodel Residential,,SFR/install 2 egress windows/VB/R-3,HANSEN BUILDERS,5000.0,0.0,,,2340 W KENT AVE,,5000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00489,,BRRRS - Reroof or Reside Residential,,SFR / Replace existing asphalt shingled roof with new asphalt shingled roof / Tearing off old roof /  SYNTHETIC UNDERLAYMENT/ INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,OWNER,1500.0,0.0,,,1268 RIVER ST,,1500.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00505,,BRRRS - Reroof or Reside Residential,,"SFR / Install new asphalt shingles over 1 layer of 3 tab roofing / NOT REMOVING EXISTING ROOFING / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3

NOTE: MAXIMUM OF TWO TOTAL LAYERS ALLOWED BY CODE ON A ROOF. ROOF DECKING MUST NOT BE WATERLOGGED AND BE SUITABLE FOR RECOVER.",RUSSELL ROOT CONSTRUCTION,4137.0,0.0,,,1625 BEL-AIR PL,,4137.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00511,,BRRRS - Reroof or Reside Residential,,SFR / Remove EXISTING ROOF / REPLACE WITH TAR PAPER / MALARKY SHINGLES / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 15:12 / VB / R-3,OWNER,5000.0,0.0,,,128 SOUTH AVE E,,5000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00519,,BRRRS - Reroof or Reside Residential,,SFR / Tear off and replace roof / Owens Cornering synthetic underlayment / OC Asphalt shingles / Install Ice and water shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,HAVOC ROOFING LLC,15000.0,0.0,,,2273 S 13TH ST W,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00520,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Our home's front stairs became hazardous and we had to remove them.  Our new plan is to replace our front stairs with a covered stairs mudroom off the front entrance of the house. It will have a metal roof that will match the main house (1.5"" snap-lock standing seam metal)./VB/R-3",OWNER,5500.0,,,22630.5,655 W ARTEMOS DR,,5500.0,17130.5,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00521,,BRRRS - Reroof or Reside Residential,,SFR / REMOVE EXISTING / MALARKEY NEX / ICE AND WATER SHEILD / SYNTHETIC UNDERLAYMENT / INSTALL PER IRC AND LISTING / 6:12,NEW HORIZONS ROOFING LLC,8000.0,0.0,,,2842 STRATFORD LN,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00526,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3",RHINO ROOFING,11000.0,0.0,,,623 LAFRAY LN,,11000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00527,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing materials / Replace with new synthetic underlayment and new GAF asphalt shingles / Remove debris / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,REVE EXTERIORS LLC,5458.0,0.0,,,201 E ADDISON ST,,5458.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00529,,BRRRS - Reroof or Reside Residential,,SFR / ATTACHED GARAGE / REMOVING EXISTING / ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / MALARKEY SINGLES / INSTALL PER IRC AND LISTING / 7:12,OWNER,12000.0,0.0,,,900 MARSHALL ST,,12000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00531,,BRRRS - Reroof or Reside Residential,,SFR/REROOF/TEAR OFF/Strip SOUTH side of roof. New underlayment and Ice & Water shield. 13 Squares of new shingles and ridge cap./TWO STORY/4:12/VB/R-3,BBM CONSTRUCTION,9600.0,0.0,,,112 ARTEMOS DR,,9600.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00532,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing materials / Re-sheet if necessary / Replace with new GAF asphalt shingles and synthetic underlayment / Remove debris / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 7:12 / VB / R-3,REVE EXTERIORS LLC,9875.69,0.0,,,4035 CHELSEA DR,,9875.69,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00533,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3",RHINO ROOFING,13000.0,0.0,,,5104 SKYVIEW DR,,13000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00534,,BRRRS - Reroof or Reside Residential,,SFR / Tearing off existing roof / replacing with ice and water / Synthetic Underlayment and GAF HDZ shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,10570.0,0.0,,,119 PASSAGE CT,,10570.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00535,,BRRRS - Reroof or Reside Residential,,SFR / Tear off existing roof / replace with synthetic underlayment / two rows ice and water / GAF charcoal shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,FLY ROOFING LLC,12291.0,0.0,,,2961 MARY JANE BLVD,,12291.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00537,,BRRRS - Reroof or Reside Residential,,SFR / to tear off old roofing / to install ice & water shield / to install GAF Tigerpaw underlayment / to install GAF Timberline HDz architectural shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,ABOVE THE REST ROOFING,8800.0,0.0,,,715 POPLAR ST,,8800.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00539,,BRRRS - Reroof or Reside Residential,,DUPLEX / Strip roof / New SYNTHEIC underlayment and Ice/Water shield / 13 square new asphalt shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,BBM CONSTRUCTION,10000.0,0.0,,,135 A-B N 03RD ST W,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00540,,BRRRS - Reroof or Reside Residential,,DUPLEX / Strip roof / New SYNTHEIC underlayment and Ice/Water shield / 13 square new asphalt shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,BBM CONSTRUCTION,10000.0,0.0,,,145 A-B N 03RD ST W,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00543,,BRRRS - Reroof or Reside Residential,,SFR / Reroof of house / REMOVE EXISTING/ INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / SYNTHETIC UNDERLAYMENT / ASPHALT SHINGLES /  5:12 / VB / R-3,OWNER,9350.0,0.0,,,1731 S 11TH ST W,,9350.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00544,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roof / install ice and water shield to code / synthetic underlayment / edge metal and plumbing pipe flashing boots / Malarkey architectural laminate shingles and cap / continuous ridge venting / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,DUNN WRIGHT ROOFING AND REMODEL LLC,14820.0,0.0,,,707 REDWOOD ST,,14820.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00545,,BRRRS - Reroof or Reside Residential,,SFR /Tearing off existing roof / replacing with ice and water / synthetic underlayment & GAF HDZ Shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,15970.0,0.0,,,2678 STRATFORD LN,,15970.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00546,,BRRRS - Reroof or Reside Residential,,SFR / Tearing off existing roof / replacing with ice and water / synthetic underlayment / and GAF HDZ Shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,6850.0,0.0,,,2304 HARVE AVE,,6850.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00547,,BRRRS - Reroof or Reside Residential,,SFR / Re-roof SFR / pitch 5:12 / 1 3-tab layer / 1 and 2 story / R&R / install synthetic underlayment / install 50 yr shingle / ice & water shield / CRV / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,18000.0,0.0,,,3651 BRANDON WAY,,18000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00548,,BRRRS - Reroof or Reside Residential,,SFR / re-roof / 4:12 / 1 3-tab layer / 1 story SFR / R&R / install synthetic underlayment / install 50 yr shingle / CRV / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,3000.0,0.0,,,2205 APPLEWOOD LN,,3000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00552,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / new starter course felt new shingles / ridge vent and ridge cap / 12:12/ pitch / 14:12 pitch / INSTALL PER IRC AND LISTING / VB / R-3,A & B ROOFING CO,12800.0,0.0,,,2226 NORTH AVE W,,12800.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00554,,BRRRS - Reroof or Reside Residential,,"SFR / Remove shingles / install new drip edge ice and water on eaves / new starter course felt new shingles / ridge vent and ridge cap / 3:12, 4:12, 7:12 / INSTALL PER IRC AND LISTING / VB / R-3 / OBSERVE LOW SLOPE REQUIREMENTS / REQUEST ADDED INFORMATION VIA EMAIL / REMOVING TOP AND REPLACE WITH NEW 60 MIL TOP",A & B ROOFING CO,9600.0,0.0,,,118 WOODWORTH AVE,,9600.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00558,,BRRRS - Reroof or Reside Residential,,SFR/REROOF/TEAR OFF/SYNTHETIC UDL/ICE & WATER/ARCH SHINGLES/SINGLE STORY/4:12/VB/R-3,COMPTON ROOFING,15000.0,0.0,,,2335 S 10TH ST W,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00562,,BRRRS - Reroof or Reside Residential,,SFR / RESIDING / WINDOW REPLACEMENT / REMOVE EXISTING ROOFING / REPLACE ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / METAL COVERING / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 3:12 / VB / R-3,OWNER,35000.0,0.0,,,119 FAIRVIEW AVE,,35000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00567,,BRRRS - Reroof or Reside Residential,,SFR / REMOVE EXISING ROOF / REPLACE ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHINGLES / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,BBM CONSTRUCTION,16000.0,0.0,,,1509 S 10TH ST W,,16000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00573,,BRRRS - Reroof or Reside Residential,,SFR / REMOVE EXISTING ROOF / REPLACE ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHINGLES / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,CHRIS WILCOX CONSTRUCTION,12000.0,0.0,,,429 LIVINGSTON AVE,,12000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00574,,BRRRS - Reroof or Reside Residential,,SFR / re-roof / 4:12 / 1 arch layer / 1 story / R&R / install synthetic underlayment / install 50 yr shingle / ice & water shield / CRV / INSTALL PER IRC AND LISTING,JARED LANGLEY ENTERPRISES INC,16000.0,0.0,,,3820 BELLECREST DR,,16000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00575,,BRRRS - Reroof or Reside Residential,,SFR / re-roof  / install synthetic underlayment / install 50 yr single / ice & water shield / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 3:12 / VB / R-3,JARED LANGLEY ENTERPRISES INC,17000.0,0.0,,,616 HIGH VIEW WAY,,17000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00576,,BRRRS - Reroof or Reside Residential,,SFR / tear off current roofing debris / install ice and water and synthetic / Install metal drip edge / standing seam metal panels / metal ridge and valley / INSTALL PER IRC AND LISTING / 9:12 / VB / R-3,ZEM ROOFING LLC,12000.0,0.0,,,1302 PHILIPS ST,,12000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00577,,BRRRS - Reroof or Reside Residential,,SFR / Remove old siding and install new siding / VB / R-3,RED DOG CONSTRUCTION LLC,6000.0,0.0,,,101 E SUSSEX AVE,,6000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00578,,BRRRS - Reroof or Reside Residential,,SFR / reroof and tear off / arch shingles / synthetic udl/ice&water / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,COMPTON ROOFING,20000.0,0.0,,,806 NORMANS LN,,20000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00584,,BRRRS - Reroof or Reside Residential,,SFR / Roof Replacement / REMOVING EXISTING ROOF / Owens Cornering synthetic underlayment / Owens cap/shingles / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,HAVOC ROOFING LLC,10000.0,0.0,,,3021 QUEEN ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
02 - Remodel Residential,2022-MSS-RES-00585,,BRRRS - Reroof or Reside Residential,,SFR / Tear off and reroof North/East side of house / 8:12 pitch / 5 square / Tear off and dry in with ice and water and synthetic felt / shingles Malarkey 30 year / INSTALL PER IRC AND LISTING / VB / R-3,MORRISON ROOFING,1000.0,0.0,,,700 LONGSTAFF ST,,1000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
,2022-MSS-RES-00074.01,,,,5/19/2022 DEMO EXISTING DET GARAGE AND BUILD NEW/EXISTING REPLACEMENT,OWNER,65000.0,,,,609 REDWOOD ST,,65000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
,2020-MSS-RES-01080.01,,,,6/28/22 REVISION TO REMODEL BASEMENT,C ALLEN CONSTRUCTION,25000.0,,,,1609 W SUSSEX AVE,,25000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,07 Data Dump,2022-07-01,July,07,2022,2023
03 - New Single Family Residential,2020-MSS-RES-00896,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ DECK/ VB/ R3,LM COX INC,,271811.92,,841775.93,8190 RANCH CLUB RD,SFR-DET,271811.92,569964.01,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2022-08-01,August,08,2022,2023
08 - New Business,2021-MSS-COM-00331,BNCON -  New Other,,,FIRST PRESBYTERIAN CHURCH/NEW STORAGE BLDG/VB/U,QUALITY CONSTRUCTION COMPANY,,7672.5,21928.5,,208 S 06TH ST W,,7672.5,14256.0,Business,New Construction,11.0,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2021-MSS-COM-00407,BAARC -  Add/Alter/Remodel Commercial,,,HOMETREE PH3/upgrade mechanical system and fire rate a room to create marijuana extraction room. Remove several rooms. Upgrade several door to 1-hour fire rated. This is phase 3 and final of the originally permit numbered 2021-MSS-COM-00369./VB/F-1/M,OWNER,35000.0,0.0,,,1245 W BROADWAY,,35000.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2022-08-01,August,08,2022,2023
04 - New Duplex,2021-MSS-RES-00493,,BNRDX - New Duplex,,NEW DUPLEX/ATT GARAGE//VB/R-3,OWNER,,152559.7,,360444.54,2112-A/B LIVINGSTON AVE,Duplex,152559.7,207884.83999999997,Duplex,New Construction,3.0,2,08 Data Dump,2022-08-01,August,08,2022,2023
06 - New Miscellaneous,2021-MSS-RES-00679,,BNRDG - New Detached Garage/Carport,TED,NEW DET GARAGE-SHOP/VB/U,REEVES LLC,,48234.45,,120175.92,4665 RATTLESNAKE DR,TED SF,48234.45,71941.47,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2021-MSS-RES-00952,,BNSFR - New Single Family Residence,,NSFR/ BASEMENT/ ATT GARAGE/VB/R-3Rev 01 - 07/28/2022: 5/4/22 REVISION TO ENLARGE BACK PORCH,HUGHES CONSTRUCTION LLC,,149851.0,,354082.02,7062 MAX DR,SFR-DET,149851.0,204231.02000000002,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2022-08-01,August,08,2022,2023
03 - New Single Family Residential,2021-MSS-RES-01068,,BNSFR - New Single Family Residence,ADU,NSFR-ADU/ATT GARAGE/DEMO EXISTING GARAGE/VB/R-3/U,OWNER,,44339.16,,140421.43,105 BENTON AVE,ADU,44339.16,96082.26999999999,ADU,New Construction,99.0,0,08 Data Dump,2022-08-01,August,08,2022,2023
01 - Remodel Commercial,2022-MSS-COM-00053,BAARC -  Add/Alter/Remodel Commercial,,,"BOONE AND CROCKET/Maintenance projects on the Boone and Crocket Club, the National Register Listed Milwaukee Depot at 250 Station Drive here in Missoula includes reroofing, downspout repair/replacement and painting, soffit damage repair and painting, masonry cleaning and repointing, window weatherstripping, removal and replacement of the existing exterior east side wheel chair ramp and stair, removal and replacement of a north side exterior stair, and repair and restoration of the architectural precast concrete and gas-pipe rail along Station Drive and south side of the building./VB/B",HYDRO TECH INC,2467425.0,0.0,,,250 STATION DR,,2467425.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2022-08-01,August,08,2022,2023
